Requirement ID,Record Type,Source Document,Section / Table Location,Title,Required Behaviour & Acceptance Criteria,Implementation Code Files,Acceptance Test File,Specific Test Name / Procedure,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
JUT-FR-004,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.11 Jutho Calculation and Guidance,"The system shall support the documented indication classes: 13 days, 5 days, 3 days, 1 day and not applicable, with final relationship mapping signed by designated representatives.",System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
JUT-FR-005,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.11 Jutho Calculation and Guidance,"The member interface shall present Jutho duration, approved indication/color, relationship basis and a cultural-guidance disclaimer/context supplied by authorized content managers.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
JUT-FR-006,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.11 Jutho Calculation and Guidance,Exceptions shall be expressible in the approved rule catalogue with priority and applicability criteria.,Religious Representative/Admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
JUT-FR-007,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.11 Jutho Calculation and Guidance,"If genealogy is incomplete, disputed or unverified, the system shall state that Jutho cannot yet be determined authoritatively.",System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
JUT-FR-008,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.11 Jutho Calculation and Guidance,Changes to genealogy or active Jutho rules shall invalidate affected cached determinations.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
JUT-FR-009,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.11 Jutho Calculation and Guidance,Jutho rule changes and calculations used for material notifications shall be auditable.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-001,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,"Members shall follow selected People, immediate-family scopes, branches, generations and supported relationship groups.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-002,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,Members shall unfollow any self-selected follow target.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-003,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,"The system shall generate relevant reminders/updates for birthdays, 84 Puja, death/Shraddha, marriage, Bratabandha, puja, gatherings, approved genealogy changes and community announcements.",System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-004,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,Members shall configure notification categories independently.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-005,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,Members shall configure push and in-app delivery preferences where supported.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-006,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,Notification payloads displayed on a locked device shall minimize sensitive family information.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-007,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,Notifications shall deep-link to an authorized application destination.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-008,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,The system shall avoid duplicate notifications for the same event/user/channel through idempotency keys.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-009,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,Members shall view notification history and mark items read/unread.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-010,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,"Administrative broadcast notices shall support target scopes such as all members, branch, generation or defined audience.",Authorized Admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-011,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.12 Follow Preferences and Notifications,Notification delivery failures shall be logged/retried according to provider policy without blocking primary business transactions.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-001,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,"Authorized members shall create invitations for marriage, Bratabandha, 84 Puja, puja, family gathering and approved event types.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-002,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,"Invitation shall include card/presentation, title, details, date/time, venue and map location where provided.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-003,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,Creator shall select individual invitees from permitted genealogy records.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-004,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,"Creator shall select genealogy-derived audiences including approved relationship groups, descendants of an ancestor, branch and generation.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-005,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,"Before send, the system shall show recipient count and a preview to reduce accidental mass sends.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-006,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,Registered invitees shall receive in-app/push invitation notification according to delivery policy.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-007,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,"Invitees shall respond Attending, Not Attending or Maybe where the event enables RSVP.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-008,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,Organizer shall see RSVP summary and permitted attendee responses.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-009,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,Invitation updates/cancellations shall be versioned and notify affected invitees.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-010,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,Genealogy-based recipient resolution shall be reproducible using the verified graph snapshot/query context used at send time.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-011,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,Invitation visibility shall not grant unrelated access to private Person data.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-012,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.13 Digital Invitations and RSVP,"Invitation send, resend, cancellation and audience-changing actions shall be rate-limited and audited.",System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
COM-FR-001,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.14 Community Posts, Announcements and Moderation","Verified members shall create community-relevant posts in approved categories including announcements, missing-person notices, property/room availability, assistance requests and community programs.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
COM-FR-002,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.14 Community Posts, Announcements and Moderation","Posts shall support text, approved images/media, location and contact information subject to privacy controls.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
