Edge Case ID,Source Document,Worksheet,Functional Module,Requirement Reference,Scenario Title / Trigger,Required Behaviour & Safety Rule,English Message,Nepali Message,Implementation Code Files,Acceptance Test File,Specific Test Name / Assertion,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
EC-0106,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Content, Rituals & Localization",FR-CONTENT,Regional ritual variation submitted,Store as sourced proposal with applicability; do not replace standard content automatically.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0106: Regional ritual variation submitted,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0107,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Content, Rituals & Localization",FR-CONTENT,Search finds restricted draft,Return no content to unauthorized users; do not leak title/snippet.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0107: Search finds restricted draft,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0108,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Content, Rituals & Localization",FR-CONTENT,External link unsafe/unavailable,"Validate scheme, warn/disable unsafe link and keep cited metadata.",This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0108: External link unsafe/unavailable,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0109,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Event end precedes start,Reject and retain draft input for correction.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0110,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Event timezone omitted,Default only to documented Nepal timezone and display it explicitly.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0111,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Audience genealogy changes after send,Freeze sent audience snapshot; new invitations require governed resend/update decision.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0112,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Invitee has no account,Create privacy-safe invitation token/notification route without creating an account.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0113,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Invitation link forwarded,Validate intended audience/claim and avoid revealing private event details before authorization.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0114,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,RSVP submitted repeatedly,Process idempotently and retain latest permitted status with audit.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0115,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Capacity reached concurrently,Use atomic capacity rule; waitlist/reject deterministically without overbooking.,The information changed. Review the latest version before continuing.,जानकारी परिवर्तन भएको छ। अगाडि बढ्नु अघि नयाँ संस्करण जाँच गर्नुहोस्।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0116,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Event cancelled after reminders queued,Cancel pending reminders and send cancellation once.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0117,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Organizer loses authority,Suspend edits/sends and transfer through approved admin workflow.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0118,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Group chat tied to event expires,Apply approved lifecycle and retention; preserve required audit/evidence.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0119,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Invitation delivery fails,"Record per-recipient failure, retry policy and organizer summary without exposing other recipients.",This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0120,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Events, Invitations & RSVP",FR-EVENT,Minor invited,Apply guardian/privacy and visibility rules before delivery.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService RSVP tracking,PASS: Records GOING/MAYBE/DECLINED attendee responses,VERIFIED,None
EC-0121,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Community Posts & Moderation,FR-COMMUNITY,Post contains prohibited file,Reject/quarantine before publication and provide safe reason.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService moderation and flagging,PASS: Flags posts and hides unapproved items from public feed,VERIFIED,None
